"yine";"spanish";"source";"suspect_reason"
"Girukotlewatachri getanu tunwata Geso. Ga wa girukotlewatachri gepomgalu. Wane china, ""¿Pixlege wa Goteyone Pogiryi?"" Geso wane china, ""Pixa chinyawaka.""";"Y Jesús estaba delante del gobernante, que le hizo una pregunta: ¿Eres tú el Rey de los judíos? Y Jesús le dijo: Tú lo dices.";"bible";"punctuation_side_mismatch"
"Giyagni Pilato wane chinru, ""¿Gi ge pjema gi pejnupiranananukta jigyegityayina Pixa?""";"Entonces le dice Pilato: ¿No prestas atención a lo que tus testigos dicen contra ti?";"bible";"punctuation_side_mismatch"
"Giyagni rapatinitkana, Pilato wane chinna, ""¿Giru galuka wa nkaspukyegityapgi? ¿Warawaslege waka Geso wa Kristo chinkaluru?""";"Y cuando se juntaron, Pilato les dijo: ¿a Quién quieren que suelte? Barrabás, o Jesús, ¿llamado el Cristo?";"bible";"punctuation_side_mismatch"
"Gitakyagoklewatikowaka tuplanatini wale, ganunro yokantokanyegitlu. Wane chinru, ""Petashatanru Wale poyagkakachri. Gi rixanu xawakni gixo nsalewna Wale chinanu nupnawleya.""";"Y estando él sentado en el tribunal, su mujer le envió a él, diciendo: No tengas nada que ver con ese hombre justo, porque he tenido muchos problemas este día en sueños por causa de él.";"bible";"punctuation_side_mismatch"
"Rugita girukotlewatachri. Wane china, ""¿Giru galuka wa nyi gepi wa nkaspukyegityapgi?"" Wanna wane china, ""Warawasupni.""";"Pero el gobernante respondió y les dijo: ¿Cuál de los dos quieren que yo liberé? Y ellos dijeron, Barrabás.";"bible";"punctuation_side_mismatch"
"Pilato wane chinna, ""Giyagni ¿gi nixyaplu Geso wa Kristo chinkaluru?"" Pejnuruneko wane china, ""¡Koroshishkita gitaakalurupa!""";"Pilato les dice: ¿Qué debo hacer con Jesús, que se llama Cristo? Todos dicen: que muera en la cruz.";"bible";"punctuation_side_mismatch"
"Girukotlewatachri wane china, ""¿Klu gektutu kamruta?"" Wanepnute potu tsaplewatna. Wane chinna, ""Koroshishkita gitaakalurupni.""";"Y él dijo: ¿Por qué, qué mal ha hecho? Pero ellos lanzaron fuertes gritos, diciendo crucificalo!";"bible";"punctuation_side_mismatch"
"Giyagni Pilato getinri gike rumkata, seyni wanepnute galikaka rixa gejnugima, gonu koscheka. Reromyoga gixolune yine getanu. Wane china, ""Muklukanuwnakatno tyegragaya. Gixa getanutkalu.""";"Y cuando Pilato vio que no podía hacer nada, pero que el alboroto era cada vez más mayor, tomó agua y, lavándose las manos delante del pueblo, dijo: La sangre de este hombre justo no está en mis manos; ustedes son responsables.";"bible";"punctuation_side_mismatch"
"Pejnuruneko yine gigita. Wane chinna, ""Wixa chinanupni gigragaya, ga wa wwugenene chinanupni.""";"Y todo el pueblo respondió y dijo: Sea su sangre sobre nosotros y sobre nuestros hijos.";"bible";"punctuation_side_mismatch"
"Kona kamgikaluru sagyeta yoshmakjiwutatkaluna. Katsluksu samyokluna, potuklemyo. Yoptsojityegitluna. Ruxpiranatluna. Wane chinruna, ""¡Wuya, Goteyone pogire!""";"Hicieron una corona de espinas, se la pusieron sobre la cabeza y le pusieron una vara en la mano derecha, y se arrodillaron delante de él, y se burlaron de él, diciendo: Larga vida al rey de los judíos.";"bible";"punctuation_side_mismatch"
"Wane chinruna, ""Pixni wa kpashiwakapji jijrolekachripyi, mapagogne pkamrupjitanutnaklu. Pixnanuko gognetkakinwa. Goyakalu Wgene pixinipa, koroshishkita pujrukini.""";"Tú que derribas el templo y lo levantas en tres días, libérate; si eres Hijo de Dios, baja de la cruz.";"bible";"punctuation_side_mismatch"
"Kayinwakpapko Geso saplewata. Tsru plaji rixa. Wane china, ""Geloyi, Geloyi, ¿Lama sawajtani?"" Walenwa, ""Noyakalute, Noyakalute, ¿klu chinanu puknokatkano?""";"Cerca de la hora novena, Jesús lanzó un fuerte grito, diciendo: Elí, Elí, ¿lama sabactani? es decir, Dios mío, Dios mío, ¿por qué me has desamparado?";"bible";"punctuation_side_mismatch"
"Jeminrina pimrine wane gwanatachine, wane chinna wanna, ""Pete. Wale tomgalu Giliya.""";"Y algunos de los que estaban cerca, oyéndole, dijeron: Este hombre está clamando a Elías.";"bible";"punctuation_side_mismatch"
"Pimrine wane china, ""Getashatanru. Wetkoxewa gikta runanu Giliya rognetkakapyaplu.""";"Y el resto dijo: Déjenlo; veamos si Elías vendrá en su ayuda.";"bible";"punctuation_side_mismatch"
"Ga wa ksolaloteru ga wa waleymalune Geso girukotanatachine getlu wa giyolikchijru, ga wa wane gixkalurkaka. Tsru piklu rixanna. Wane chinna, ""Galikakni Goyakalu Wgenni wa tye.""";"Y el capitán y los que estaban con él guardando a Jesús, cuando vieron la conmoción de la tierra y las cosas que se hacían, tuvieron gran temor, y dijeron: Verdaderamente éste era hijo de Dios.";"bible";"punctuation_side_mismatch"
"Pilato wane chinna, ""Waneygi girukowatachine. Gajewa. Gignantakanru gimatyawaka.""";"Pilato les dijo: Tú tienes atalayas; ve y hazlo tan seguro como puedas.";"bible";"punctuation_side_mismatch"
"Makakta Gesokni wa yoptotapna. Wane chinna, ""Kiglenshinikanupgi."" Rapyegitluna. Kashjixitluna. Yoptsojityegitluna.";"Y en el camino, Jesús vino a ellas, diciendo: Salve! Y vinieron, y pusieron sus manos sobre sus pies, y le adoraron.";"bible";"punctuation_side_mismatch"
"Giyagni Geso wane chinna, ""Gi mpikanu. Gajewa. Ginkakapanna nomolene wa Kalile yinripatkana. Wane retinnona.""";"Entonces Jesús les dijo: No teman: vayan hacer notificar a mis hermanos que vayan a Galilea, y allí me verán.";"bible";"punctuation_side_mismatch"
"Yineru mwiyawakanu saplewatyachri wane china: Galpokotanru Gitsrukachi gatnugapote. Mpotukatanru gigapkaka.";"Voz del que clama en el desierto: ""Preparen el camino del Señor, enderecen sus caminos.""";"bible";"punctuation_side_mismatch"
"Tengogne runya satu tokanchi wane chinachri, ""Pixni Noturyi nalukanruyi. Pixa gigletanshinikanutno.""";"Y una voz salió del cielo, tú eres mi Hijo amado, a quien he elegido en quien descansa mi favor.";"bible";"punctuation_side_mismatch"
"Wane china, ""Gigogne poyagkakatka. Goyakalu pogirewatyawaka gi gowukatkalu. Genshinikanutanu. Galixanru Kiglerpotunanu Tokanchi.""";"Y diciendo: Ha llegado el tiempo, y el reino de Dios está cerca; vuestros corazones sean apartados del pecado y tengan fe en las buenas noticias.";"bible";"punctuation_side_mismatch"
"Wane chinna Geso, ""Ginanu gwagajxigitanno. Yine gwapjetachine nixkakanutkagi.""";"Niños Y Jesús les dijo: Vengan en pos de mí, y los haré pescadores de hombres.";"bible";"punctuation_side_mismatch"
"Wane china, ""¡Ya! ¿Gi pixannatkawu Geso Nasare gajeru? ¿Puna pumtukpotutapyapwu? Numatyi Kpashiryi Goyakalunu.""";"Diciendo: ¿Qué tenemos que ver contigo, Jesús de Nazaret? has venido a poner fin a nosotros? Veo bien quién eres, el Santo de Dios.";"bible";"punctuation_side_mismatch"
"Geso chigetjetlu. Wane china, ""Pochkepyi. Pushpakanutka waleya.""";"Y Jesús le dijo bruscamente: Cállate, y sal de él.";"bible";"punctuation_side_mismatch"
"Pejnuruneko giglajita. Giyagni repomgakakna. Wane chinna, ""¿Klunerni wa tye? ¿Klu gerotu ginkaklewlutkani wa tye? ¡Waleni wa tsru gitaakaluru pixka rixa! Wale yokanatna kamchine puchotlewatachine. Jemluna Wale.""";"Y todos se sorprendieron grandemente, y se hicieron preguntas unos a otros, diciendo: ¿Qué es esto? una nueva enseñanza! con autoridad da órdenes incluso a los espíritus inmundos, y hacen lo que dice.";"bible";"punctuation_side_mismatch"
"Rukshikluna. Wane chinruna, ""Pejnuruneko gijgayi.""";"Y cuando subieron con él, le dijeron: Todos te están buscando.";"bible";"punctuation_side_mismatch"
"Wane chinna Geso, ""Wane gayanu papokchikaka gawastsitanune yegi. Wane koxa nunkaklewatini. Wale chinanukni nuna.""";"Y él les dijo: Vamos a otras partes en las ciudades más cercanas, para que pueda enseñar allí, porque para esto vine.";"bible";"punctuation_side_mismatch"
"Satu gijirgitutachri ginyegitlu. Ragjipotutlu. Yoptsojityegitlu. Wane chinru, ""Palukiniplu pumkata powratletno.""";"Y vino un leproso a él y, arrodillándose delante de él, le rogó diciendo: Si quieres, puedes limpiarme de mi enfermedad.";"bible";"punctuation_side_mismatch"
"Geso getwamonutlu. Romyokyegitlu. Kamruklu. Wane chinru, ""Naluklu. Powra pixinripa.""";"Y movido por la piedad, extendió su mano, y tocándole, le dijo: Si quiero; se limpio.";"bible";"punctuation_side_mismatch"
"Wane chinru, ""Gike punkakanu. Seyni pyanu. Sasertote pekakgitapinwa. Penekashatanru powranuya wa Moysisi yokanatanru. Walepni gipgujtalewlu wanna chinanu.""";"Mira que no le digas nada a nadie, sino ve y deja que el sacerdote te vea, y hazte limpio mediante una ofrenda de las cosas ordenadas por Moisés, como evidencia para ellos.";"bible";"punctuation_side_mismatch"
"Geso getlu wanna galixle. Wane chinru giktegachri, ""Wiwi, pmukochirkaka pkaspukikatka.""";"Y viendo Jesús su fe, le dijo: Hijo, tú tienes perdón de tus pecados.";"bible";"punctuation_side_mismatch"
"Wane chinna wanna, ""¿Klu chinanu wane china yanumsaleta wa tye? Mupashiregnuchi china. Gike gimkata kaspukmukochirewleta. Satupjeru Goyakalupje.""";"¿Por qué dice esto el hombre tales cosas? él no tiene respeto por Dios: ¿de quién viene el perdón sino de Dios solamente?";"bible";"punctuation_side_mismatch"
"""Pixa wane nchina, Pyotunotanu. Pkoschekjekomtanu. Pyanutka pupji.""";"Yo te digo: Levántate, toma tu camilla, y ve a tu casa.";"bible";"punctuation_side_mismatch"
"Yotunomtatka. Waneklutka koschekjekomtatka. Rushpakamtatka pejnuruneko getanu. Giyagni pejnuruneko giglajita. Rumalwutluna Goyakalu. Wane chinna wanna, ""¡Gi pagogneko wane pixkalutu weta!""";"Y él se levantó, y enseguida levantó la camilla y salió delante de todos, y todos estaban maravillados, y dieron gloria a Dios, diciendo: Nunca hemos visto algo como esto.";"bible";"punctuation_side_mismatch"
"Ruknogamta. Retlu Rewi Galgweyo wgene. Tuplanata girukotlewatachri wenutikowaka. Wane chinru, ""Pomkagitanno."" Palnamtatka. Romkagitatkalu.";"Y cuando pasó, vio a Leví, hijo de Alfeo, sentado en el lugar donde se hacían los impuestos, y le dijo: Ven conmigo. Y él se levantó y fue con él.";"bible";"punctuation_side_mismatch"
"Wanena yonchikgapine. Wannanwa Gwariseyone koxa. Retanatluna nikyawaka wannayma kmukochirerune ga wa gijgawenutachine. Wane chinkanna wa yimaklenni Gwariseyoneya ga wa yonchikgapineya, ""¿Gi rixatka wa wannayma nika, rura, wanna gijgawenutachine ga wa kmukochirerune?""";"Y los escribas de los Fariseos, viendo que comía con los recaudadores de impuestos y con los pecadores, dijeron a sus discípulos: ¿Por qué toma comida y bebida con tales hombres?";"bible";"punctuation_side_mismatch"
"Geso yijnakotlu. Wane chinna Wale, ""Wa gichkolune gi galuklu kpinrewakleru, seyni yayixachine galuklu. Gi wa nuna ntomgiyapna poyagkakachine, seyni wanna kmukochirerune ntomginripni.""";"Y Jesús, oyéndolo, les dijo: Los que están bien no tienen necesidad de un médico, sino los que están enfermos: no he venido para levantar a los rectos, sino a los pecadores.";"bible";"punctuation_side_mismatch"
"Wa Gwa yimaklene ga wa Gwariseyonenu gogajirewata. Runna. Wane chinruna, ""¿Klu chinanu wanna Gwa yimaklene wa Gwariseyone yimaklene koxa gogajirewata, ga wa Pixa yimaklene gi wa gogajirewata?""";"Y los discípulos de Juan y los fariseos estaban en ayuno; vinieron y le dijeron: ¿Por qué los discípulos de Jesús y los fariseos ayunan, y tus discípulos no?";"bible";"punctuation_side_mismatch"
"Giyagni Gwariseyone wane chinru, ""Petanu. ¿Klu chinanu wane rixna gapnanutikalurgogne wa ginanshichkalurgogne?""";"Y los fariseos le dijeron: ¿Por qué están haciendo lo que no es correcto hacer en sábado?";"bible";"punctuation_side_mismatch"
"Wane chinru wa jeji giprigamyotachri, ""Pyotunotanu ganikajiya.""";"Entonces le dijo al hombre con la mano tullida: ponte en medio,";"bible";"punctuation_side_mismatch"
"Wane chinatnakna Geso, ""¿Girni wa gapnanutikalurgogne muklukanutu kamrutkalurupa: waka kiglerge waka gektutlege? ¿Gognetkaklurge giweklu waka giylalu?"" Ga wa wanna pochke.";"Y les dijo: ¿Es correcto hacer el bien en sábado o hacer el mal? para dar la vida o para dar muerte? Pero no dijeron nada.";"bible";"punctuation_side_mismatch"
"Reknojtayegitna. Jigekanuwata. Wamonuwna wa shikgaji rixinrina. Wane chinru jeji, ""Pomyokanu."" Romyoka. Ruglewamyotatka.";"Y mirándolos alrededor, con enojo, entristecido por sus corazones duros; y él dijo al hombre: Extiende tu mano. Y él la extendió, y su mano quedó sana.";"bible";"punctuation_side_mismatch"
"Ga wa kamchine puchotlewatachine getinri yoptsojityegitluna. Saplewatna. Wane chinna wanna, ""Pixni wa Goyakalu Wgenyi.""";"Y los espíritus inmundos, cada vez que lo veían, se arrodillaban delante de él, gritando y diciendo: Tú eres el Hijo de Dios.";"bible";"punctuation_side_mismatch"
"wa Santiyako, Sewereyo wgene; Gwa, wa Santiyako gepuru (Giwakatna Wowanerge; walenwa rutlogle pixkalune),";"Y a Santiago, hijo de Zebedeo, y Juan, hermano de Jacobo, le dio el segundo nombre de Boanerges, que es: Hijos del trueno:";"bible";"punctuation_side_mismatch"
"Wa jempiranyegitluna wa Wale gimwanune. Runna kashichyapmakluna. Wane chinna wanna, ""Sepronachrinatkani.""";"Y cuando sus parientes tuvieron noticias de esto, salieron a buscarlo, diciendo: Está fuera de sí.";"bible";"punctuation_side_mismatch"
"Gi rixanu wanna wane china, ""Waneylu kamchi puchotlewatachri.""";"Porque dijeron: Él tiene un espíritu inmundo.";"bible";"punctuation_side_mismatch"
"Wa gixolune yine ruxiplatjene wane chinruna, ""Petanu. Malekna punro, pepurune. Rujgayina.""";"Y un gran número estaban sentados a su alrededor; y le dijeron: Mira, tu madre y tus hermanos están afuera buscándote.";"bible";"punctuation_side_mismatch"
"Wa Wale gigitna. Wane china, ""¿Katni wa nunro, wa nepurune?""";"Y él respondió: ¿Quiénes son mi madre y mis hermanos?";"bible";"punctuation_side_mismatch"
"Wane chinna Geso, ""Kajnakopnalu wa yijnakotinripa, yijnakotanu.""";"Y les dijo: Cualquiera que tiene oídos, que oiga.";"bible";"punctuation_side_mismatch"
"Wa walegogne wa kayi rixinitka wane chinna Geso, ""Wakanu gayanu.""";"Y aquel día, cuando llegó la noche, les dijo: Pasemos al otro lado.";"bible";"punctuation_side_mismatch"
"Tostsi rawananumta. Rumkananumta rutspannojreya. Komyekluna. Wane chinruna, ""Yimaklewatachri, ¿gikenna rixyi wa wupninripatka?""";"Y él mismo estaba en la parte de atrás del bote, durmiendo en el cojín; y ellos, al despertarlo, le dijeron: Maestro, ¿no te importa que nos estamos hundiendo?";"bible";"punctuation_side_mismatch"
"Wa yotunotinitka chigetjetlu kannipgyalu. Wane chinru wa tsru wenu, ""Pochke. Pushyanamatanu."" Rutuka wa kannipgyalu. Mayegixgataa rixanatka.";"Y saliendo de su sueño, dio fuertes órdenes al viento, y dijo al mar: Paz, enmudece. Y el viento bajó, y hubo una gran calma.";"bible";"punctuation_side_mismatch"
"Wa wane chinna Geso, ""¿Klu chinanu mpikatka? ¿Klu chinanu gi galixgognenatawa?""";"Y él les dijo: ¿Por qué están llenos de temor? ¿Todavía no tienen fe?";"bible";"punctuation_side_mismatch"
"Pikna tsru piklu. Wane chinkakna wannakakluko, ""¿Katni wa Tye? Wa kannipgyalu wa tsru wenu jemyawaklu.""";"Y su temor fue extremo, y dijeron el uno al otro: ¿Quién es éste, que aun el viento y el mar cumplen sus órdenes?";"bible";"punctuation_side_mismatch"
"Saplewata. Tsruplaji rixa. Wane china, ""¿Gi pixanutkano Geso, Goyakalu teno potu Gajeru Wgene? Kachingagjire nixyi Goyakalu kawchinanu, gi wa psaletpotutanno.""";"Y clamando a gran voz, dijo: ¿Qué tengo que ver contigo, Jesús, Hijo del Dios Altísimo? En el nombre de Dios, no seas cruel conmigo.";"bible";"punctuation_side_mismatch"
"Gi rixanu Geso wane chinatkalu, ""Pushpakyegitanru tye jeji, kamchi puchotlewatachri.""";"Porque Jesús le había dicho: Sal de este hombre, espíritu inmundo.";"bible";"punctuation_side_mismatch"
"Geso gepomgalu, ""¿Klu giwakyi?"" Rugitlu. Wane china, ""Ngiwaka Gixoluru, wa gixolurunpotwu.""";"Y Jesús dijo: ¿Cuál es tu nombre? Y él respondió: Mi nombre es Legión, porque somos muchos.";"bible";"punctuation_side_mismatch"
"Ragjitluna pejnuruneko kamchine. Wane chinna, ""Kochi yegi pyokanatanunwu wa wanna wjiglokyapa.""";"Y le dijeron: Envíanos a los cerdos, para que podamos entrar en ellos.";"bible";"punctuation_side_mismatch"
"Geso gi galuka ganikletlu. Wane chingonuklu, ""Pupji pyanutka pumwanune yegi. Punkakanna gikta rixpokotatkayi Gitsrukaachi. Wale punkakanna retwamonutyayi.""";"Y no lo dejó venir con él, sino que le dijo: Vete a tu casa, a tus amigos, y dales nuevas de las grandes cosas que el Señor ha hecho por ti, y de cómo tuvo misericordia de ti.";"bible";"punctuation_side_mismatch"
"Wane chinru, ""Wuya wanepnawakla nshicho wgeneji. Petapanunro. Tupnakastsinatkani. Putakamyogogotanunro tutskalginripa. Tuwekanu.""";"Y le hizo fuertes rogativas, diciendo: Mi pequeña hija está cerca de la muerte: es mi oración que tú vengas y pongas tus manos sobre ella, para que ella pueda estar sana y tener vida.";"bible";"punctuation_side_mismatch"
"Wa wane china wala, ""Nkamrukamkashatinri nutskalganu.""";"Porque ella dijo: Si yo solo pongo mi mano en su manto, seré sanada.";"bible";"punctuation_side_mismatch"
"Waneklutka Geso gimatatka Walenanuko rushpakamtyatka giyaklu. Ruprotaka wa gixolune yine yegi. Wane china, ""¿Katu kamrukamkatno?""";"Y de inmediato Jesús fue consciente de que el poder había salido de él; y, dirigiéndose a la gente, dijo: ¿Quién estaba tocando mi túnica?";"bible";"punctuation_side_mismatch"
"Wane chinruna wa yimaklene, ""Gi ge petna wa gixolune yine gachpakyawakyi. Seyni wane pchina, '¿Katu kamrukno?' """;"Y sus discípulos le dijeron: Tú ves a la gente que te rodea por todas partes, y dices: ¿Quién me estaba tocando?";"bible";"punctuation_side_mismatch"
"Wale wane chinro, ""Wiwi, palixle gitskalakyi. Pyanu. Kiglenshinikanpatkayi. Kiglepatkayi wa psalewninrinanutka.""";"Y él le dijo: Hija, tu fe te ha sanado; vete en paz y libre para siempre de tu enfermedad.";"bible";"punctuation_side_mismatch"
"Yanumsatiniwa Wale, ginkaklewawakapji gitsrukatepji runyana pimrine. Wane chinna, ""Pshichni tupnanatka. ¿Klu chinanu pkojwakawalu Yimaklewatachri?""";"Y mientras él aún hablaba, vinieron del jefe de la casa de la sinagoga, diciendo: Tu hija está muerta: ¿por qué sigues inquietando al Maestro?";"bible";"punctuation_side_mismatch"
"Seyni Geso jemashatlu tye tokanchi wane chinkaluru. Wane chinru tsru gitaakaluru ginkaklewawakapji gajeru, ""Gi pumyekanu. Palixashatanu.""";"Pero Jesús, sin prestar atención a sus palabras, dijo al jefe de la sinagoga: No temas, solo ten fe.";"bible";"punctuation_side_mismatch"
"Jiglokamta. Wane chinna Geso, ""¿Klu chinanu nsejrewna nchiyaganata? Wa mturo gi tupna seyni tumkanata.""";"Y cuando él entró, les dijo: ¿Por qué estáis haciendo tanto ruido y llorando? El niño no está muerto, sino durmiendo.";"bible";"punctuation_side_mismatch"
"Ga wa kosemyotinitkalo mturni, wane chinro, ""Talita komi."" Walenwa yokaakaluru: ""Mturo, pixa wane nchinyi, pyotunotanu.""";"Y tomándola de la mano, le dijo: Talitha cumi, que es, hija Mía, te digo, levántate.";"bible";"punctuation_side_mismatch"
"Wa Geso wane china, ""Goyakalu tokanu geneklewatachine kagwakpiratkalunni, seyni gichijnepjeya, ga wa gimolenyegisretaya, ga wa gipjiya mkagwakpiratkotni.""";"Y Jesús les dijo: Un profeta es honrado en todas partes, pero no en su tierra, y entre sus parientes, y en su familia.";"bible";"punctuation_side_mismatch"
"Pogirchi Girore jemyegitlu. Gi rixanu rumatkatka Geso giwaka. Wane china, ""Gwa wa katlewatachri yotunota gipnachineya. Giyagni kgiyaklewaklerni Wale.""";"Y el rey Herodes tuvo noticias de él, porque su nombre estaba en los labios de todos; y él dijo: Juan el Bautista ha vuelto de entre los muertos, y por esta razón estos poderes están obrando en él.";"bible";"punctuation_side_mismatch"
"Pimrine wane china, ""Giliyni."" Pimrine wane china, ""Goyakalu tokanu geneklewatachrini. Satu tokanchi geneklewatachri pixka rixa.""";"Pero otros dijeron: Es Elías. Y otros dijeron: Es un profeta, como uno de los profetas.";"bible";"punctuation_side_mismatch"
"Jeminitka Girore wane china, ""Gwakni wale wa nustaknoojixanru. Yotunotatka.""";"Pero Herodes, cuando tuvo noticias de esto, dijo: Juan, a quien yo di muerte, ha vuelto de entre los muertos.";"bible";"punctuation_side_mismatch"
"Gi rixanu wa Gwa wane chinatkalu Girore, ""Ginanshichkalurni wa pepuru gnunro waneyyi pixinri.""";"Porque Juan dijo a Herodes: Es malo para ti tener a la mujer de tu hermano.";"bible";"punctuation_side_mismatch"
"Tjiglokamta Giroryana nshicho. Tansata. Tmeyitlu Girore ga wa waleyma gwanatachine nikawakakwa. Pogirchi wane chinro makloji, ""Pagjitanno klunerukokta paluka. Gita genekanyi.""";"Y cuando la hija de Herodías en persona entró y bailó, Herodes y los que estaban a la mesa con él se complacieron con ella; y el rey le dijo a la muchacha: Haz una petición para cualquier cosa y yo te la daré.";"bible";"punctuation_side_mismatch"
"Wale kawchinau wane chinro, ""Pagjitanru pejnunanuka nenekanyi. Ganikajiko npogirewatyawakaya nenekanyi.""";"Entonces juró, y le dijo: Cualquiera que sea tu deseo, yo te lo daré, hasta la mitad de mi reino.";"bible";"punctuation_side_mismatch"
"Tushpakamta wala. Wane chinro tunro, ""¿Klu nagjitanu?"" Wala wane china, ""Wa Gwa katlewatachrijiwu pagjitanu.""";"Y ella salió y le dijo a su madre: ¿Que es lo que debo pedir? Y ella dijo: La cabeza de Juan el Bautista.";"bible";"punctuation_side_mismatch"
"Waneklutka giyampotu tjiglokyegitlu pogirchi. Tagjitlu. Wane chinru, ""Naluklu xawakniko, penekyapno satu kotajipi Gwa Katlewaklerujiwu.""";"Y ella entró rápidamente al rey, y dijo: Mi deseo es que me des, ahora mismo, en un plato, la cabeza de Juan el Bautista.";"bible";"punctuation_side_mismatch"
"Geso wane china, ""Ginanu gixa mkoje yineru mwiyawakanuya. Gapnanutanu pshinitsonu."" Gi rixanu gi gepikna wane ginachine yachine. Gi wa kagognena nikinripna.";"Y él les dijo: Vengan ustedes solos a un lugar tranquilo, y descansen por un tiempo. Porque había un gran número de personas yendo y viniendo, y no tenían tiempo ni siquiera para comer.";"bible";"punctuation_side_mismatch"
"Rugita Wale. Wane china, ""Gixa genekanna nikanropna."" Wane chinruna, ""¿Wanerge gayanu? ¿Wagjitanro jimapro gepi pachproji wenroloto, wenekyapna nikinropna?""";"Pero él les respondió: Denles de comer ustedes. Y ellos le dijeron: ¿Tenemos que ir a buscar pan por doscientos denarios, y dárselos?";"bible";"punctuation_side_mismatch"
"Wale wane china, ""¿Gi pejnu jimapro waneygi? Getapanro."" Rumatinitkana. Wane chinna wanna, ""Pamyo. Gepi shima.""";"Y él les dijo: ¿Cuánto pan tienes? ve y mira. Y cuando lo vieron, dijeron: Cinco tortas de pan y dos pescados.";"bible";"punctuation_side_mismatch"
"Repomgaluna Gwariseyone ga wa yonchikgapine, ""¿Klu chinanu wa pyimaklene gi wa wane rixna wa gitsrukaachinni giykole, seyni nikna wa gimyoyna gimuteru?""";"Y los fariseos y los escribas le preguntaron: ¿Por qué tus discípulos no guardan las reglas de nuestros antepasados, sino que toman su pan con las manos sucias?";"bible";"punctuation_side_mismatch"
"Ga wa gixa wane china, 'Wa satu jeji wane chininri wa ruru ga wa runro, ""Ptowruko gitanu wa wale gipxakyapmakyi, korwani"" ' (Walenwa genekashlu Goyakalunupa).";"Pero ustedes dicen: Si un hombre le dice a su padre o a su madre: no puedo ayudarte porque todo lo que tengo: es Corbán, es decir, dado a Dios,";"bible";"punctuation_side_mismatch"
"Geso wane chinro, ""Petashgapkatanna jinanu rixinripna yine wgenene. Gi kigleru kashichikolupa wa nikanruna wgenchine, ruknokikolupa kewene yegi.""";"Y él le dijo: Deja que los niños coman primero, porque no es correcto tomar el pan de los hijos y dárselo a los perros.";"bible";"punctuation_side_mismatch"
"Tugitlu wala. Wane chinru, ""Gigi, Gitsrukaachi, seyni wa wanna keweneko nikawakakwa rapukote nikyaluna wa mturune gipopejre.""";"Pero ella le respondió: Sí, Señor; hasta los perros que están debajo de la mesa toman los pedazos que los niños dejan caer.";"bible";"punctuation_side_mismatch"
"Wale wane chinro, ""Tye tokanchi chinanu pyanutka. Wa kamchi gishpakyatkalo wa pshicho.""";"Y él le dijo: Por esta palabra sigue tu camino; el espíritu malo ha salido de tu hija.";"bible";"punctuation_side_mismatch"
"Tengogne yigata. Kosennipgyapotuta. Wane chinru, ""Gegwata."" (Walenwa: Putpukanu.)";"Y levantando los ojos al cielo, respiró hondo, y le dijo: Efata, es decir, sé abierto.";"bible";"punctuation_side_mismatch"
"Tsru giglajru rixna. Wane chinna wanna, ""Kiglepotlu ptowruko kamruta. Jemkakna majnakone. Wa myanumatkane yanumkaka.""";"Y se llenaron de asombro, diciendo: Todo lo ha hecho bien; los sordos oyen otra vez y los mudos hablan.";"bible";"punctuation_side_mismatch"
"Rugitluna yimaklene, ""¿Ginaka giyakatyachro jimapro wa satu gimkata ginanuwkakletanunna gewi yineru mwiyawakanuya?""";"Y sus discípulos dijeron en respuesta: ¿Cómo será posible obtener suficiente pan para estos hombres aquí en un lugar desolado?";"bible";"punctuation_side_mismatch"
"Geso gepomgana. Wane chinna, ""¿Gi pejnu jimapro waneygi?"" Wanna wane china, ""Payokgipre.""";"Y él formuló la pregunta: ¿Cuánto pan tienes? Y ellos dijeron: Siete panes.";"bible";"punctuation_side_mismatch"
"Wamonuwnalenshinikanuya kosennipgyapotuta. Wane china, ""¿Klu chinanu rujgaluna getkaluru tye gimuweekakgognenatachine? Galikaka wane nchingi, gi wa reneekona getkaluru tye gimuweekakgognenatachine.""";"Y él estaba muy triste de espíritu, y dijo: ¿Por qué esta generación está buscando una señal? de verdad, les digo, no se dará ninguna señal a esta generación.";"bible";"punctuation_side_mismatch"
"Yokanatna Geso. Wane china, ""Xako. Ggirukotinwa wa gisekachriya wa Gwariseyonenu, wa gisekachri koxa Girorenenu.""";"Y él les dijo: Tengan cuidado estén alerta contra la levadura de los fariseos y la levadura de Herodes.";"bible";"punctuation_side_mismatch"
"Yoptopirkakna wannakakluko. Wane chinkakna, ""Jimapro maleshaywu.""";"Y decían el uno al otro: No tenemos pan.";"bible";"punctuation_side_mismatch"
"Wanna wane chinru, ""Pamole gepi kojita.""";"Cuando repartía pan de los cinco panes entre los cinco mil, ¿cuántas canastas llenas de trozos de pan sobraron? Ellos le dijeron: Doce.";"bible";"punctuation_side_mismatch"
"""Wa payokgipre jimapro wa gepkoxamkoje waragkaneya ¿gi pejnu kojita katsepo wa psojkaka gkoschekyatkalu gixa?"" Wanna wane china, ""Payokgipre kojita.""";"Y cuando reparti los siete panes entre los cuatro mil, ¿cuántas canastas llenas recogieron ? Y ellos le dijeron: Siete.";"bible";"punctuation_side_mismatch"
"Wane chinna Geso, ""¿Gi ge gimata jemawalu?""";"Y él les dijo: ¿Todavía no está claro para ustedes?";"bible";"punctuation_side_mismatch"
